open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1697586473000.00,28390.01,28390.01,28390.01,28390.01,0,1697586473999.00,0,0,0,0,0
1697586474000.00,28390.01,28390.01,28390.01,28390.01,0.1813,1697586474999.00,5147.108813,1,0.1813,5147.108813,0
1697586475000.00,28390,28390,28390,28390,0.00236,1697586475999.00,67.0004,3,0,0,0
1697586476000.00,28390,28390,28388.72,28388.73,0.40957,1697586476999.00,11627.6581,31,0.0211,599.002203,0
1697586477000.00,28388.73,28388.73,28388.73,28388.73,0.05283,1697586477999.00,1499.776606,3,0.05283,1499.776606,0
1697586478000.00,28388.72,28388.72,28388.72,28388.72,0.03517,1697586478999.00,998.4312824,1,0,0,0
1697586479000.00,28388.72,28388.73,28388.72,28388.73,0.35005,1697586479999.00,9937.474656,38,0.32196,9140.035511,0
1697586480000.00,28388.72,28388.73,28388.72,28388.72,0.10266,1697586480999.00,2914.386577,24,0.05822,1652.791861,0
1697586481000.00,28388.73,28388.73,28388.73,28388.73,0.03522,1697586481999.00,999.8510706,3,0.03522,999.8510706,0
1697586482000.00,28388.73,28388.73,28388.72,28388.73,0.03213,1697586482999.00,912.1297887,3,0.02151,610.6415823,0
1697586483000.00,28388.73,28388.73,28388.72,28388.72,0.38593,1697586483999.00,10956.05941,6,0.07046,2000.269916,0
1697586484000.00,28388.73,28388.73,28388.73,28388.73,0.00698,1697586484999.00,198.1533354,1,0.00698,198.1533354,0
1697586485000.00,28388.73,28388.73,28388.73,28388.73,0.00693,1697586485999.00,196.7338989,1,0.00693,196.7338989,0
1697586486000.00,28388.73,28388.73,28388.73,28388.73,0,1697586486999.00,0,0,0,0,0
1697586487000.00,28388.73,28388.73,28388.73,28388.73,0.30231,1697586487999.00,8582.196966,7,0.30231,8582.196966,0
1697586488000.00,28388.72,28388.72,28386.51,28386.52,0.82656,1697586488999.00,23463.1739,37,0.00798,226.5244296,0
1697586489000.00,28386.52,28386.52,28386.51,28386.52,0.03572,1697586489999.00,1013.966354,3,0.02163,614.0004276,0
1697586490000.00,28386.52,28386.52,28386.52,28386.52,0.00057,1697586490999.00,16.1803164,1,0.00057,16.1803164,0
1697586491000.00,28386.52,28386.52,28386.52,28386.52,0.00233,1697586491999.00,66.1405916,2,0.00233,66.1405916,0
1697586492000.00,28386.51,28386.51,28386.51,28386.51,0.00021,1697586492999.00,5.9611671,1,0,0,0
1697586493000.00,28386.51,28386.52,28386.51,28386.52,0.03249,1697586493999.00,922.2779694,5,0.02595,736.630194,0
1697586494000.00,28386.52,28386.52,28386.51,28386.52,0.03739,1697586494999.00,1061.371972,3,0.03634,1031.566137,0
1697586495000.00,28386.51,28386.52,28386.51,28386.52,0.03883,1697586495999.00,1102.248192,4,0.00084,23.8446768,0
1697586496000.00,28386.51,28386.51,28386.51,28386.51,0.00359,1697586496999.00,101.9075709,1,0,0,0
1697586497000.00,28386.51,28386.51,28386.51,28386.51,0,1697586497999.00,0,0,0,0,0
1697586498000.00,28386.51,28386.52,28386.51,28386.52,0.05162,1697586498999.00,1465.311651,2,0.00044,12.4900688,0
1697586499000.00,28386.51,28386.51,28386.51,28386.51,0.002,1697586499999.00,56.77302,1,0,0,0
1697586500000.00,28386.51,28386.51,28386.51,28386.51,0,1697586500999.00,0,0,0,0,0
1697586501000.00,28386.51,28386.51,28386.51,28386.51,0,1697586501999.00,0,0,0,0,0
1697586502000.00,28386.51,28386.51,28386.51,28386.51,0.00176,1697586502999.00,49.9602576,1,0,0,0
1697586503000.00,28386.52,28386.52,28386.52,28386.52,0.08896,1697586503999.00,2525.264819,5,0.08896,2525.264819,0
1697586504000.00,28386.52,28386.52,28386.52,28386.52,0.00035,1697586504999.00,9.935282,1,0.00035,9.935282,0
1697586505000.00,28386.51,28386.51,28386.51,28386.51,0.00215,1697586505999.00,61.0309965,1,0,0,0
1697586506000.00,28386.51,28386.52,28386.51,28386.51,0.02348,1697586506999.00,666.515433,8,0.01782,505.8477864,0
1697586507000.00,28386.52,28386.52,28386.52,28386.52,0.07622,1697586507999.00,2163.620554,3,0.07622,2163.620554,0
1697586508000.00,28386.52,28386.52,28386.52,28386.52,0,1697586508999.00,0,0,0,0,0
1697586509000.00,28386.51,28386.51,28386.51,28386.51,0.00043,1697586509999.00,12.2061993,1,0,0,0
1697586510000.00,28386.52,28389.39,28386.52,28389.38,0.98511,1697586510999.00,27964.10444,60,0.97631,27714.2779,0
1697586511000.00,28389.39,28389.39,28389.39,28389.39,0.0861,1697586511999.00,2444.326479,6,0.0861,2444.326479,0
1697586512000.00,28389.39,28390.03,28389.39,28390.02,0.23485,1697586512999.00,6667.308731,21,0.22875,6494.129609,0
1697586513000.00,28390.02,28390.02,28390.02,28390.02,0.04116,1697586513999.00,1168.533223,1,0,0,0
1697586514000.00,28390.03,28396.47,28390.03,28396.46,3.26719,1697586514999.00,92761.42379,152,3.2664,92738.99058,0
1697586515000.00,28396.47,28396.57,28396.47,28396.57,0.00501,1697586515999.00,142.2667108,4,0.00471,133.7477428,0
1697586516000.00,28396.57,28396.57,28396.57,28396.57,0,1697586516999.00,0,0,0,0,0
1697586517000.00,28396.56,28396.56,28396.56,28396.56,0.00176,1697586517999.00,49.9779456,2,0,0,0
1697586518000.00,28396.56,28396.56,28396.56,28396.56,0.01312,1697586518999.00,372.5628672,2,0,0,0
1697586519000.00,28396.56,28396.56,28396.56,28396.56,0,1697586519999.00,0,0,0,0,0
1697586520000.00,28396.56,28396.56,28392.95,28392.95,0.64915,1697586520999.00,18433.48939,67,0,0,0
1697586521000.00,28392.95,28392.95,28392.95,28392.95,0.01482,1697586521999.00,420.783519,1,0,0,0
1697586522000.00,28392.95,28392.95,28392.95,28392.95,0.00031,1697586522999.00,8.8018145,1,0,0,0
1697586523000.00,28392.95,28392.95,28392.95,28392.95,0.00025,1697586523999.00,7.0982375,1,0,0,0
1697586524000.00,28392.95,28392.96,28392.95,28392.95,0.51802,1697586524999.00,14708.12096,5,0.5,14196.48,0
1697586525000.00,28392.95,28392.95,28390.66,28390.67,0.44693,1697586525999.00,12689.63193,41,0.0046,130.597082,0
1697586526000.00,28390.66,28390.66,28390.66,28390.66,0.02001,1697586526999.00,568.0971066,1,0,0,0
1697586527000.00,28390.67,28390.67,28390.67,28390.67,0.00232,1697586527999.00,65.8663544,2,0.00232,65.8663544,0
1697586528000.00,28390.67,28390.67,28390.67,28390.67,0,1697586528999.00,0,0,0,0,0
1697586529000.00,28390.66,28390.66,28390.66,28390.66,0.0119,1697586529999.00,337.848854,2,0,0,0
1697586530000.00,28390.66,28390.66,28390.66,28390.66,0,1697586530999.00,0,0,0,0,0
1697586531000.00,28390.66,28390.66,28390.66,28390.66,0.00814,1697586531999.00,231.0999724,1,0,0,0
1697586532000.00,28390.67,28390.67,28390.67,28390.67,0.00142,1697586532999.00,40.3147514,1,0.00142,40.3147514,0
1697586533000.00,28390.66,28390.66,28390.66,28390.66,0.02533,1697586533999.00,719.1354178,3,0,0,0
1697586534000.00,28390.66,28390.67,28390.66,28390.67,0.57183,1697586534999.00,16234.63669,5,0.55787,15838.30307,0
1697586535000.00,28390.66,28390.66,28390.66,28390.66,0.06046,1697586535999.00,1716.499304,2,0,0,0
1697586536000.00,28390.66,28390.66,28390.66,28390.66,0,1697586536999.00,0,0,0,0,0
1697586537000.00,28390.66,28390.66,28390.66,28390.66,0,1697586537999.00,0,0,0,0,0
1697586538000.00,28390.66,28390.67,28390.66,28390.66,0.01982,1697586538999.00,562.7029293,4,0.00481,136.5591227,0
1697586539000.00,28390.66,28390.67,28390.66,28390.67,0.04936,1697586539999.00,1401.363249,21,0.02716,771.0905972,0
1697586540000.00,28390.66,28390.67,28390.66,28390.66,0.09156,1697586540999.00,2599.449,26,0.01699,482.3574833,0
1697586541000.00,28390.66,28390.66,28390.66,28390.66,0,1697586541999.00,0,0,0,0,0
1697586542000.00,28390.66,28390.66,28390.66,28390.66,0,1697586542999.00,0,0,0,0,0
1697586543000.00,28390.66,28390.66,28390.66,28390.66,0,1697586543999.00,0,0,0,0,0
1697586544000.00,28390.66,28390.67,28390.66,28390.67,0.69258,1697586544999.00,19662.81022,5,0.6918,19640.66551,0
1697586545000.00,28390.66,28390.66,28390.66,28390.66,0.05806,1697586545999.00,1648.36172,1,0,0,0
1697586546000.00,28390.67,28390.67,28390.67,28390.67,0.00021,1697586546999.00,5.9620407,1,0.00021,5.9620407,0
1697586547000.00,28390.67,28390.67,28390.67,28390.67,0.00464,1697586547999.00,131.7327088,1,0.00464,131.7327088,0
1697586548000.00,28390.67,28390.67,28390.67,28390.67,0,1697586548999.00,0,0,0,0,0
1697586549000.00,28390.67,28390.67,28390.67,28390.67,0.0362,1697586549999.00,1027.742254,3,0.0362,1027.742254,0
1697586550000.00,28390.66,28390.66,28390.66,28390.66,0.00803,1697586550999.00,227.9769998,2,0,0,0
1697586551000.00,28390.66,28390.66,28390.66,28390.66,0,1697586551999.00,0,0,0,0,0
1697586552000.00,28390.67,28393.39,28390.67,28393.39,0.9462,1697586552999.00,26863.54569,64,0.94398,26800.51496,0
1697586553000.00,28393.38,28393.38,28393.38,28393.38,0.02074,1697586553999.00,588.8787012,2,0,0,0
